Lead_ID,Name,Company,Email,Phone,Lead_Source,Industry,Lead_Score,Lifecycle_Stage,Intent_Level,Contact_Owner,Last_Engagement_Date
1063,Christopher Ford,Bonilla Ltd,pachecoandrew@gmail.com,3003527517,Email Campaign,Healthcare,91,Customer,High,Rep C,2025-06-03
1064,James Anderson,"Torres, Pittman and Vasquez",cmcintyre@nunez.com,001-558-281-4617x2701,Facebook Ads,EdTech,15,Lead,Low,Rep A,2025-05-26
1065,Christine Grant,Wilson Ltd,richardhamilton@henderson-ryan.net,001-448-794-9317x33220,Website Form,SaaS,70,SQL,High,Rep B,2025-05-12
1066,Diana Zimmerman,Ford and Sons,jay85@yahoo.com,001-328-743-4205,Email Campaign,HRTech,47,MQL,Mid,Rep C,2025-04-04
1067,Anthony Aguilar,Gomez PLC,michael37@watson.com,+1-692-526-1751x5418,LinkedIn DMs,HRTech,78,SQL,Mid,Rep C,2025-05-25
1068,Stacey Thompson,"Hunter, Johnson and Thomas",fchristensen@morrison.com,239.874.4512,Webinar,E-commerce,75,SQL,Mid,Rep A,2025-04-17
1069,Matthew Hopkins,Hess-Barnes,zmcfarland@roberts-caldwell.com,077.135.9923x312,LinkedIn DMs,HRTech,9,Lead,Low,Rep A,2025-05-26
1070,Kathryn Wilson,"Singh, Moss and Mata",joseph31@pena.com,(748)946-6746x550,Facebook Ads,SaaS,90,Customer,High,Rep B,2025-05-08
1071,Matthew Carroll,Scott LLC,cynthiawade@hotmail.com,(115)494-7504x653,LinkedIn DMs,HRTech,16,Lead,Low,Rep D,2025-04-27
1072,Glenda Pena,Wolf PLC,janicefisher@hudson.com,001-805-796-8733x52018,Facebook Ads,EdTech,69,SQL,High,Rep C,2025-05-26
1073,Jennifer Davis,Cohen PLC,cdudley@gmail.com,665.358.1898x57917,Website Form,E-commerce,61,SQL,Mid,Rep B,2025-04-18
1074,Joseph Hawkins,Fields PLC,david51@gmail.com,001-934-667-3088x04808,Facebook Ads,FinTech,10,Lead,Low,Rep B,2025-04-11
1075,John Rivers,Horton-Jordan,websterchristopher@livingston-skinner.com,+1-110-848-5579x3938,Referral,SaaS,50,MQL,Mid,Rep C,2025-04-12
1076,Danielle Garcia,Henry-Hughes,amy61@yahoo.com,+1-101-452-9717x304,Email Campaign,E-commerce,3,Lead,Low,Rep A,2025-04-21
1077,Annette Saunders,Lee Group,solomonjames@hotmail.com,6173559971,Referral,EdTech,77,SQL,High,Rep D,2025-06-27
1078,Jeremy Roy,Reyes-Roberts,ustanton@peterson.info,+1-728-089-3725x956,Webinar,SaaS,94,Customer,High,Rep A,2025-04-13
1079,Joseph Raymond,"Harris, Crawford and Stewart",angela10@crawford.com,(465)761-0527x2375,LinkedIn DMs,SaaS,70,SQL,Mid,Rep C,2025-05-03
1080,Stephanie Torres,Peters-Sutton,george07@ferguson-knight.org,588.397.8479,Email Campaign,EdTech,81,Customer,High,Rep A,2025-04-13
1081,Michelle Powell MD,Duncan-Miller,michael32@hotmail.com,124.891.4274,Website Form,FinTech,51,MQL,Mid,Rep D,2025-04-15
1082,Erin Elliott,Floyd-James,pamela82@yahoo.com,720.416.8939,Website Form,SaaS,19,Lead,Low,Rep A,2025-06-09
1083,Derek Warren,Fitzpatrick-Roberts,hughesralph@gates.info,(240)828-3300x9273,LinkedIn DMs,E-commerce,42,MQL,Mid,Rep D,2025-04-25
1084,Brittany Orozco,Mathis Group,jenniferross@moore-weaver.com,157.731.7536x3978,Referral,SaaS,35,MQL,Low,Rep C,2025-06-16
1085,Kristopher Walker,Hess PLC,christinaortiz@gmail.com,(983)369-1957,LinkedIn DMs,EdTech,46,MQL,Low,Rep B,2025-04-13
1086,Travis Clark,Schwartz Inc,fparker@yahoo.com,+1-968-974-8287,Webinar,HRTech,26,Lead,Low,Rep A,2025-05-03
1087,Kimberly Clark,"Vega, Shea and Davis",reesedavid@nguyen.com,+1-208-361-6228x7947,Webinar,E-commerce,69,SQL,High,Rep C,2025-04-25
1088,Valerie Trevino,"Wagner, Anderson and Berg",mdavis@patterson.net,+1-570-158-9671,LinkedIn DMs,Healthcare,93,Customer,High,Rep C,2025-05-28
1089,Christopher Reynolds,Phelps Inc,alam@fox.info,001-399-666-2909x1374,Webinar,EdTech,64,SQL,Mid,Rep B,2025-04-09
1090,Kimberly Clark,"Middleton, Jones and Ramos",vlewis@gmail.com,+1-822-047-3019x24907,Facebook Ads,SaaS,37,MQL,Mid,Rep B,2025-04-30
1091,Vanessa Thompson,Melton and Sons,robert20@shelton-fleming.org,1473427220,Facebook Ads,HRTech,84,Customer,High,Rep B,2025-05-23
1092,Isabella Parks,"Johnson, Garcia and Norton",qrandall@rubio.com,6867364389,Email Campaign,FinTech,49,MQL,Low,Rep C,2025-04-28
1093,Jaime Wright,"Meyer, Sosa and Haas",vanessaarmstrong@jones.biz,(151)747-7234x366,Website Form,FinTech,21,Lead,Low,Rep B,2025-06-02
1094,Jeffrey Fox,"Carter, Reynolds and Rogers",johnsmith@wagner-horton.com,276-509-6030x75856,Webinar,EdTech,74,SQL,High,Rep A,2025-06-01
1095,Yesenia Calderon,"Howell, Perry and Hall",briannamccarty@green.info,(343)399-7123x6306,Website Form,SaaS,64,SQL,High,Rep C,2025-04-14
1096,Taylor Wallace,"Cross, Brewer and Brown",ukane@zuniga.com,+1-716-699-3410,Facebook Ads,HRTech,5,Lead,Low,Rep C,2025-05-05
1097,Gina Freeman,"Martin, Anderson and Hayes",austinbowman@yahoo.com,001-842-717-1375x64867,Website Form,FinTech,100,Customer,High,Rep D,2025-06-14
1098,Deborah Walker,Randolph-Andrews,dmiller@mosley-harper.com,870.025.1882x81602,Webinar,Healthcare,70,SQL,Mid,Rep C,2025-06-14
1099,David Baker,Jefferson Inc,gregjones@taylor.org,(289)370-9972,Website Form,EdTech,90,Customer,High,Rep C,2025-05-13
1100,Charles Gonzalez,Ortega Inc,lisajackson@morris.com,(224)174-8600x6498,LinkedIn DMs,HRTech,4,Lead,Low,Rep C,2025-05-21
1101,Danielle Vazquez,"Johnson, Shields and Jackson",stevenwillis@perkins.com,8202692782,LinkedIn DMs,Healthcare,39,MQL,Low,Rep A,2025-06-21
1102,Katherine Grimes,Lewis-Fox,leslie74@gmail.com,268-490-8564,Website Form,HRTech,35,MQL,Mid,Rep D,2025-04-22
1103,Adam Clarke,Huber-Brandt,thomasjoseph@hodges.com,906.545.7348x541,Website Form,HRTech,1,Lead,Low,Rep B,2025-04-24
1104,Brandy Graham,Butler LLC,antoniostanley@arnold.com,001-494-520-4524x205,Referral,FinTech,24,Lead,Low,Rep C,2025-04-19
1105,John Holmes,"Carr, Smith and Hayes",wrightcynthia@hotmail.com,001-763-954-0022x02678,Email Campaign,FinTech,57,MQL,Low,Rep D,2025-05-27
1106,Lauren Garcia,Rojas-Berg,kjohnson@yahoo.com,038.200.0039,Referral,FinTech,100,Customer,High,Rep D,2025-04-04
1107,Ashley Hansen,Bradley and Sons,mejiasamantha@christian.net,815.141.7892x6540,Email Campaign,FinTech,70,SQL,Mid,Rep D,2025-06-19
1108,Robert Long,"Campbell, Taylor and Kelly",sabrina87@gmail.com,001-791-542-2058,Referral,FinTech,41,MQL,Low,Rep D,2025-06-06
1109,Charles Meyer,Brown-Brooks,larry96@gmail.com,(424)660-4729,LinkedIn DMs,FinTech,54,MQL,Low,Rep D,2025-04-27
1110,Brittany Mosley,"Johnson, Rodriguez and Carter",richmondryan@munoz.com,001-670-430-2419x3508,Website Form,Healthcare,46,MQL,Mid,Rep A,2025-06-10
1111,Jacqueline Pittman,Walker LLC,charles18@gmail.com,001-342-881-5147x39905,LinkedIn DMs,FinTech,60,SQL,Mid,Rep D,2025-04-24
1112,Theodore Moran,"Hudson, Higgins and Barrett",thernandez@yahoo.com,(841)816-2826x1362,Facebook Ads,FinTech,60,SQL,High,Rep A,2025-04-28
1113,Edgar Wilson,Ford Ltd,annette29@wiley-adams.com,546-321-8270x06268,LinkedIn DMs,E-commerce,57,MQL,Low,Rep D,2025-06-23
1114,Ryan Grant,Phillips-Kennedy,mmontes@massey.com,674.333.9898x52588,Website Form,SaaS,31,MQL,Low,Rep B,2025-04-08
1115,Matthew Holt,Jackson-Duarte,marksjane@yahoo.com,953.131.3521,Webinar,EdTech,84,Customer,High,Rep D,2025-05-02
1116,Felicia Webb,Jones-Adams,sarahmccoy@miller.info,001-314-572-6542x58660,Referral,EdTech,24,Lead,Low,Rep A,2025-06-21
1117,Michael Joyce,"Baker, Morales and Benson",hsmith@washington.com,(548)615-0855,Facebook Ads,HRTech,89,Customer,High,Rep A,2025-04-13
1118,Scott Potter,"Ellison, Huffman and Lee",reedtimothy@gmail.com,787-037-1311x94271,LinkedIn DMs,FinTech,36,MQL,Mid,Rep A,2025-04-07
1119,Jason Cruz,Lowery-Smith,angelagoodman@warren.com,001-560-695-5991x524,LinkedIn DMs,HRTech,85,Customer,High,Rep A,2025-04-20
1120,Erik Brown,Garcia Ltd,james64@ayala-gallagher.biz,(300)300-4520,Facebook Ads,EdTech,30,MQL,Low,Rep C,2025-05-24
1121,Christina Smith,"Gray, Nichols and Goodman",millerbrittany@barker.info,(844)412-1917x06221,LinkedIn DMs,FinTech,24,Lead,Low,Rep D,2025-05-21
1122,Lauren Martinez,Gross-Gonzalez,fischerpatricia@duncan.com,259-428-3981x1210,Webinar,E-commerce,30,MQL,Mid,Rep B,2025-05-05
1123,Shelly Mccullough,Lopez LLC,jacquelinegonzalez@gmail.com,001-256-732-2917x123,Email Campaign,E-commerce,86,Customer,High,Rep B,2025-06-12
1124,Shawn George,"Chung, Carey and Wilkerson",joshuayoder@dixon.org,480-306-6569,LinkedIn DMs,EdTech,92,Customer,High,Rep C,2025-04-22
1125,Alexander Schultz,Wright Ltd,danielle67@yahoo.com,342-823-3443,Website Form,SaaS,7,Lead,Low,Rep A,2025-06-21
1126,David Davis,Washington Ltd,christopher39@mitchell-garcia.org,611-128-4256,Facebook Ads,EdTech,35,MQL,Mid,Rep A,2025-06-04
1127,Kyle Mckenzie,Miranda Ltd,fthomas@gmail.com,727.690.5559x084,Facebook Ads,SaaS,55,MQL,Low,Rep D,2025-06-06
1128,Ashley Robinson,Collins-Larson,hermanjulian@crosby.com,9768127888,Facebook Ads,FinTech,92,Customer,High,Rep A,2025-06-11
1129,Victoria Orozco,May and Sons,christopher90@yahoo.com,(944)205-2030,LinkedIn DMs,E-commerce,14,Lead,Low,Rep D,2025-05-13
1130,Sierra Preston,Moody PLC,jennifer34@hotmail.com,8013604947,LinkedIn DMs,Healthcare,10,Lead,Low,Rep C,2025-04-28
1131,Shannon Saunders,Hill LLC,shawncastro@hotmail.com,+1-045-769-2296,LinkedIn DMs,HRTech,80,Customer,High,Rep D,2025-04-18
1132,Justin Oneill,Mcconnell-Good,darrellglenn@hotmail.com,+1-995-905-3044x3197,Website Form,HRTech,16,Lead,Low,Rep A,2025-05-02
1133,Jenna Case,"Anthony, Ward and Petty",humphreyclaudia@yahoo.com,7339735109,Referral,FinTech,54,MQL,Low,Rep A,2025-04-03
1134,Lauren Beck,Meyer Ltd,barbara46@sanchez.biz,918.900.9180,Facebook Ads,Healthcare,95,Customer,High,Rep C,2025-06-28
1135,Mark Saunders,"Garza, Mejia and Kelly",austinheather@yahoo.com,607.177.5450x75686,Facebook Ads,SaaS,89,Customer,High,Rep C,2025-05-26
1136,Richard Crawford,"Zavala, Armstrong and Norman",cochrancrystal@gibbs.net,191.392.1170x594,Facebook Ads,Healthcare,77,SQL,Mid,Rep A,2025-05-10
1137,James Dickson,Sampson-Wells,nataliecarpenter@yahoo.com,+1-481-335-2954x005,Webinar,FinTech,70,SQL,High,Rep B,2025-06-14
1138,David Parker,Mitchell Ltd,barkerrobert@bailey-grant.org,001-940-364-0298,Webinar,Healthcare,44,MQL,Mid,Rep B,2025-06-22
1139,Jonathan Browning,"Little, Lewis and James",johnsonemily@rogers.org,551-521-9836,LinkedIn DMs,HRTech,73,SQL,High,Rep C,2025-06-09
1140,Thomas Johnson,Wang Group,esmith@davis-hill.com,415-682-0727x9999,Email Campaign,EdTech,45,MQL,Mid,Rep C,2025-05-01
1141,Lisa Trevino,"Brown, Durham and Martinez",xcoleman@perez.biz,408.656.0022x957,Website Form,Healthcare,100,Customer,High,Rep C,2025-04-05
1142,Kevin Benton,Burgess-Lewis,eprice@beasley.org,+1-368-919-5209x846,Website Form,EdTech,56,MQL,Low,Rep A,2025-06-09
1143,Taylor Vasquez,Scott-Reed,ogolden@gmail.com,419-012-8029x1439,Website Form,FinTech,84,Customer,High,Rep C,2025-04-28
1144,Brianna Brown,Green-Brown,carolyn20@yahoo.com,(522)719-2680x7500,LinkedIn DMs,E-commerce,82,Customer,High,Rep D,2025-05-28
1145,Judith Palmer DVM,"Rose, Fletcher and Rose",xhebert@gmail.com,287.899.1723x52881,Website Form,E-commerce,57,MQL,Low,Rep A,2025-05-07
1146,Anne Reynolds,"Jackson, Porter and Proctor",whitemegan@harrington.com,134.551.6388,Webinar,E-commerce,21,Lead,Low,Rep C,2025-06-21
1147,Dana Gordon,"Ramos, Floyd and Wilson",smorris@hotmail.com,+1-111-809-8166,LinkedIn DMs,EdTech,68,SQL,Mid,Rep C,2025-06-21
1148,Alexa Parsons,"Pierce, Liu and Brandt",mooredaniel@garcia-young.com,1154033596,LinkedIn DMs,E-commerce,50,MQL,Mid,Rep C,2025-06-23
1149,Amy Russo,Murphy and Sons,uhutchinson@griffin-miller.biz,001-868-301-7762,Referral,E-commerce,33,MQL,Mid,Rep D,2025-05-12
1150,Michael Quinn,Zamora Group,john95@hotmail.com,(968)260-6928x0417,Webinar,HRTech,91,Customer,High,Rep C,2025-06-01
1151,Kristi Chambers,Williams and Sons,johnsonjason@yahoo.com,(002)855-0384x7106,LinkedIn DMs,HRTech,7,Lead,Low,Rep B,2025-05-23
1152,Theresa Arroyo,Waters Group,jwest@dominguez.com,001-094-597-5130x120,Referral,E-commerce,70,SQL,High,Rep D,2025-06-23
1153,Mr. Joshua Bennett DVM,"Wilson, Smith and Morgan",zhubbard@holland-flynn.info,001-261-958-4361x27358,Webinar,SaaS,15,Lead,Low,Rep B,2025-05-07
1154,Mary Roberts,Fox-Hernandez,seth23@jackson-johnston.biz,001-135-024-8552x568,Referral,EdTech,82,Customer,High,Rep D,2025-05-16
1155,Rebecca Williams,"Williams, Dominguez and Clark",lauragordon@hotmail.com,+1-820-541-3728x291,Webinar,SaaS,32,MQL,Low,Rep B,2025-04-20
1156,James Campbell,Burton PLC,brownrobert@yahoo.com,160-201-2212,LinkedIn DMs,Healthcare,75,SQL,Mid,Rep A,2025-05-07
1157,Stacy Parker,Saunders-Young,zachary48@hotmail.com,001-369-802-2509x135,Facebook Ads,Healthcare,20,Lead,Low,Rep D,2025-06-06
1158,Julie Keller,Lewis Ltd,lindsayrodriguez@gmail.com,709-952-1046x05989,LinkedIn DMs,EdTech,88,Customer,High,Rep A,2025-05-27
1159,Bryan Johnson,Greer-Daniel,zcaldwell@gmail.com,001-494-340-5013x681,Email Campaign,Healthcare,15,Lead,Low,Rep B,2025-06-22
1160,Savannah Saunders,"Wood, Lara and Pacheco",jeffreywood@hotmail.com,+1-729-550-5524x110,Email Campaign,E-commerce,48,MQL,Mid,Rep B,2025-05-23
1161,Dr. Frederick Smith,"Elliott, Thompson and Frederick",robert29@moore-ball.com,+1-354-599-5726,LinkedIn DMs,FinTech,71,SQL,Mid,Rep B,2025-04-23
1162,Patrick Burnett,Guerrero-Williams,franklindenise@larson.info,001-828-661-9828x59040,Website Form,FinTech,21,Lead,Low,Rep A,2025-05-13
1163,Keith Torres,Yates Inc,margaretrobbins@rodriguez.com,1132633988,Website Form,HRTech,42,MQL,Mid,Rep B,2025-05-12
1164,Leslie Simmons,"Sullivan, Harris and Riddle",gail91@jackson.org,4360569043,Website Form,EdTech,26,Lead,Low,Rep D,2025-05-13
1165,Meredith Hale,Scott-Potter,kevin11@gmail.com,(709)905-3032x61518,Email Campaign,EdTech,14,Lead,Low,Rep A,2025-05-17
1166,David Rhodes,Hill-Patterson,amandahansen@gmail.com,(840)144-9790,Website Form,SaaS,57,MQL,Mid,Rep A,2025-06-09
1167,Mary Walters,"Robinson, Hunter and Cook",reynoldsdaniel@hotmail.com,001-275-006-9215x390,Webinar,FinTech,37,MQL,Low,Rep A,2025-06-08
1168,Tiffany Calhoun,"Butler, Mckinney and Marquez",schroederlisa@hotmail.com,001-890-330-3937x58130,Email Campaign,FinTech,58,MQL,Low,Rep A,2025-06-09
1169,Chad Stevens,"Richards, Mitchell and Chapman",ryanjamie@gmail.com,2906169185,Facebook Ads,EdTech,21,Lead,Low,Rep D,2025-04-23
1170,Billy Perry,Harrison Group,lhooper@yahoo.com,001-891-271-7732x685,LinkedIn DMs,FinTech,82,Customer,High,Rep D,2025-06-11
1171,Maria Ferguson,Brown LLC,bryan86@jones.com,(256)767-8790x541,Website Form,FinTech,69,SQL,High,Rep C,2025-06-30
1172,Maxwell Shea,"Kemp, Miller and Howard",richmondtiffany@yahoo.com,(426)996-9697,Referral,HRTech,3,Lead,Low,Rep C,2025-05-12
1173,Lisa Hudson,Williams Group,rossteresa@wilson-sanchez.org,001-640-497-0383x410,Referral,HRTech,87,Customer,High,Rep A,2025-04-26
1174,Brian Wood,Goodwin-Huffman,ryanalexander@barrett.com,245.609.4320x13022,Email Campaign,EdTech,90,Customer,High,Rep B,2025-04-22
1175,Margaret Banks,Williams-Brooks,melissahubbard@oconnell-king.com,+1-781-219-6573x5154,Facebook Ads,HRTech,37,MQL,Low,Rep A,2025-05-28
1176,Michael Hamilton,Padilla-Hamilton,rdavis@gmail.com,683-485-4975x1579,Webinar,FinTech,88,Customer,High,Rep A,2025-05-23
1177,Allison Kirby,Hernandez Ltd,richardhamilton@gmail.com,001-017-982-1095x9278,Referral,E-commerce,49,MQL,Mid,Rep D,2025-04-26
1178,Nancy Hall,"Cook, Bowen and Bennett",lucas16@jones.com,513-822-2629,Webinar,SaaS,19,Lead,Low,Rep C,2025-06-16
1179,Phillip Dixon,Velasquez Ltd,riveratonya@hotmail.com,882-526-7913x8851,Website Form,FinTech,89,Customer,High,Rep D,2025-05-07
1180,Laura Mcdowell,"Evans, Robertson and Hendricks",caitlinmiller@ferguson-roach.info,(615)458-0618x7001,LinkedIn DMs,Healthcare,85,Customer,High,Rep A,2025-04-23
1181,Barry Lopez,Fisher LLC,pmorrison@yahoo.com,725-985-6842x1228,Webinar,E-commerce,12,Lead,Low,Rep B,2025-06-29
1182,Kendra Clark,Cabrera-Meyers,benjaminlittle@hotmail.com,267-363-2515x310,Website Form,FinTech,61,SQL,Mid,Rep D,2025-06-10
1183,Danny Weaver,Flores-Davis,mariowilliams@watson-graves.info,(917)135-9518x46917,LinkedIn DMs,E-commerce,41,MQL,Low,Rep B,2025-04-17
1184,Kara Miller,Rodriguez-Rosario,tjackson@jacobs.info,+1-333-306-5597,Website Form,E-commerce,33,MQL,Mid,Rep D,2025-06-16
1185,David Cooper,"Taylor, Wolfe and Moore",goliver@burns.com,(808)551-7294,Website Form,HRTech,50,MQL,Mid,Rep D,2025-05-26
1186,Linda Wright,"Dominguez, Davis and Dixon",michaeljohnson@gmail.com,+1-564-060-5643x29008,LinkedIn DMs,EdTech,68,SQL,High,Rep C,2025-05-26
1187,Theresa Pratt,Cook Ltd,apeck@warner-whitehead.biz,(298)225-0538,LinkedIn DMs,Healthcare,71,SQL,Mid,Rep A,2025-05-10
1188,Connor Anderson,Hansen-Stone,vickiarmstrong@gmail.com,444.620.4245x79727,Facebook Ads,Healthcare,86,Customer,High,Rep C,2025-04-21
1189,Rebecca Barrera,"Vaughan, Petersen and Miller",elizabethwalker@johnson.com,001-729-032-1651x55673,Facebook Ads,FinTech,33,MQL,Low,Rep C,2025-06-13
1190,James Williams,Moody Group,pmccoy@hotmail.com,+1-732-460-5705x021,Webinar,EdTech,81,Customer,High,Rep A,2025-04-12
1191,Erin Cortez,Dixon-Sawyer,kmarquez@townsend-ellis.com,+1-245-526-7469x3443,LinkedIn DMs,SaaS,24,Lead,Low,Rep A,2025-04-20
1192,Wendy Pierce,Collier-Clayton,lopeztroy@martinez.com,840-004-5344x4622,Email Campaign,FinTech,61,SQL,Mid,Rep B,2025-05-21
1193,Stephanie Munoz,Mason Group,xthompson@gonzalez.info,(048)443-7628,LinkedIn DMs,Healthcare,61,SQL,Mid,Rep A,2025-06-21
1194,Michael Duncan,Salinas-Roberts,ybailey@richardson-arnold.biz,001-941-300-8710x62359,Webinar,E-commerce,98,Customer,High,Rep A,2025-06-04
1195,Justin Hubbard,"White, Rosales and Garner",lnunez@yahoo.com,(656)602-0762x4513,Facebook Ads,Healthcare,28,Lead,Low,Rep A,2025-06-12
1196,Jason Christian,Stevens and Sons,makayla94@hotmail.com,184-426-5495x3705,Email Campaign,EdTech,58,MQL,Mid,Rep C,2025-05-18
1197,Heather Montgomery,Rivera Group,caitlyn50@gmail.com,(295)185-8976,Referral,SaaS,43,MQL,Mid,Rep B,2025-05-22
1198,James Stewart,Calderon Ltd,caitlin87@jacobs-wilson.com,480.048.6908x026,Referral,HRTech,41,MQL,Low,Rep C,2025-06-21
1199,Mr. Christopher Berry DDS,"Waters, Young and Anderson",rebecca78@yahoo.com,522.815.5156x249,Website Form,HRTech,39,MQL,Mid,Rep A,2025-06-01
1200,John Vargas,Pratt-Barber,nelsonaustin@brown-taylor.biz,759.972.9846,Referral,HRTech,86,Customer,High,Rep A,2025-06-02
1201,Heidi Morton,Ellis-Estes,barrettmelissa@yahoo.com,599.753.9291x8819,Webinar,FinTech,49,MQL,Mid,Rep A,2025-04-27
1202,Douglas Hinton,Gutierrez-Howard,parkamanda@ward.com,+1-307-682-0542,Referral,SaaS,17,Lead,Low,Rep A,2025-05-11
1203,Paul Hill,"Martinez, Webb and Perez",cmoore@yahoo.com,684.850.7013,Email Campaign,FinTech,98,Customer,High,Rep B,2025-06-10
1204,Robert Perez,"Stewart, Johnson and Torres",vincent10@cooley.com,(011)041-2588,Website Form,E-commerce,70,SQL,Mid,Rep A,2025-06-30
1205,Andrew Harper,Smith-Day,howellstephanie@gmail.com,198-855-2617,Website Form,FinTech,70,SQL,Mid,Rep B,2025-04-16
1206,Melissa Burns,Moran Inc,anne79@beasley-hickman.com,2718301008,Website Form,FinTech,98,Customer,High,Rep C,2025-06-06
1207,Veronica Bass,Peterson LLC,reesejason@mcclain.net,934.576.4947x89792,Referral,FinTech,65,SQL,High,Rep C,2025-05-10
1208,Mary Carpenter,Miller Ltd,qbenson@reyes-santiago.com,(663)188-2978,Email Campaign,SaaS,74,SQL,Mid,Rep D,2025-06-21
1209,Patricia Reyes,"Mckenzie, Carter and Stone",christopher62@yahoo.com,575.484.5240,Website Form,HRTech,85,Customer,High,Rep D,2025-06-22
1210,Derek Rodriguez,"Gonzalez, Gonzalez and Walter",caldwellkayla@thompson-young.net,3270554402,LinkedIn DMs,FinTech,5,Lead,Low,Rep A,2025-05-20
1211,Susan Davis,Wright and Sons,allison20@burgess.com,+1-266-136-7634x8528,LinkedIn DMs,SaaS,2,Lead,Low,Rep D,2025-05-04
1212,Brianna Zhang,"Smith, Horton and Davis",rodriguezjudy@newton.org,(855)965-2117x7800,Facebook Ads,EdTech,22,Lead,Low,Rep B,2025-04-19
1213,Sharon Flores,"Stuart, Lewis and Smith",graylaurie@bennett.com,(149)290-7834,Email Campaign,SaaS,57,MQL,Mid,Rep A,2025-04-03
1214,Joel Caldwell,Rhodes-Anderson,brandy06@smith.com,+1-135-394-1187x274,Facebook Ads,E-commerce,66,SQL,Mid,Rep C,2025-04-19
1215,Lisa Hall MD,Reynolds-Jones,melissawilson@hotmail.com,(955)491-7808x8557,Email Campaign,FinTech,74,SQL,High,Rep A,2025-05-11
1216,Caleb Mccarthy,Watson Inc,anthony23@yahoo.com,930.457.4129,Webinar,Healthcare,98,Customer,High,Rep C,2025-06-19
1217,Alicia Guerrero,Wells PLC,jonathon53@alvarez.com,772.178.8728x7826,Facebook Ads,EdTech,16,Lead,Low,Rep B,2025-05-06
1218,Scott Harris,"Jackson, Clark and Harrell",ufisher@williamson.com,+1-323-953-0215,Website Form,E-commerce,51,MQL,Mid,Rep C,2025-05-05
1219,Charlotte Lewis,"Camacho, Randall and Hurley",haydenmichael@gmail.com,+1-507-972-2810,Email Campaign,E-commerce,39,MQL,Low,Rep B,2025-06-13
1220,Ashley Benson,Smith-Holmes,williamsbrandon@hotmail.com,+1-911-320-3609,Webinar,E-commerce,86,Customer,High,Rep A,2025-05-11
1221,Darrell Hill,Hensley-Mooney,hayeskylie@hotmail.com,7934469690,Email Campaign,Healthcare,76,SQL,High,Rep D,2025-06-04
1222,Amber Robinson,"Hines, Ramos and Simon",joseph60@snyder.com,+1-492-359-2027x304,Webinar,HRTech,88,Customer,High,Rep B,2025-06-24
1223,Dr. Katherine Foley MD,Rodriguez LLC,garciarachel@rich.com,(107)535-3542,Referral,Healthcare,40,MQL,Mid,Rep C,2025-06-14
1224,Jacob Clark,Bailey-Patel,cynthiawhite@white-bradley.com,001-859-618-9465x85473,Facebook Ads,HRTech,38,MQL,Mid,Rep D,2025-06-21
1225,Kristen Bradley,"Smith, Sheppard and Wilson",jcantu@white-anderson.net,150-716-8923,Email Campaign,HRTech,60,SQL,Mid,Rep A,2025-04-17
1226,Bailey Tucker,Ramirez Group,tanyadavis@yahoo.com,001-705-570-1430x27679,Website Form,FinTech,59,MQL,Low,Rep A,2025-06-05
1227,Beth Hunt,Tate-Hill,jenniferperez@yahoo.com,(009)541-0842,Facebook Ads,Healthcare,10,Lead,Low,Rep D,2025-06-18
1228,Mrs. Melissa Wells,Taylor-Wright,taraharris@perry-white.com,+1-741-405-5162x9772,LinkedIn DMs,SaaS,99,Customer,High,Rep D,2025-06-01
1229,Caleb Farmer,Chapman-Spears,tmiller@yahoo.com,878-207-9520x757,Facebook Ads,FinTech,64,SQL,High,Rep D,2025-04-04
1230,Mark Lindsey,Patel-Harris,roachjason@gmail.com,763.174.8167,Website Form,EdTech,63,SQL,High,Rep C,2025-04-27
1231,Ricky Ferrell,Fitzgerald and Sons,michaelhorn@yahoo.com,475.317.8416,Referral,HRTech,49,MQL,Low,Rep D,2025-06-05
1232,Julia Simon PhD,Roberson PLC,taylor54@brooks.biz,428-234-2820,Facebook Ads,FinTech,64,SQL,High,Rep A,2025-06-02
1233,Jonathan Kaiser,Wright LLC,jessica21@valenzuela.net,(879)732-5989x60993,Referral,FinTech,32,MQL,Mid,Rep D,2025-06-26
1234,Diane Kelly,Harvey-Mccarty,jorge28@hammond.org,094-517-7901x715,Facebook Ads,Healthcare,7,Lead,Low,Rep C,2025-06-15
1235,Jonathan Green,"Flores, Watson and Sutton",sandrareynolds@gmail.com,682.637.4068x596,Webinar,E-commerce,21,Lead,Low,Rep B,2025-04-27
1236,Robert Burnett,Murphy Group,amanda56@long.com,+1-899-793-0700x466,Website Form,HRTech,20,Lead,Low,Rep D,2025-05-13
1237,Scott Odonnell,"Ward, Martin and Graves",deckerkristin@yahoo.com,130.520.6409x1917,Facebook Ads,Healthcare,26,Lead,Low,Rep D,2025-06-13
1238,Alexis Reynolds MD,Ferrell-Lynch,kristinmiller@baker.org,558-167-3833,Facebook Ads,SaaS,68,SQL,High,Rep B,2025-05-31
1239,Stephanie Smith,Austin-Holmes,pjefferson@gmail.com,703.619.3288x7525,LinkedIn DMs,HRTech,86,Customer,High,Rep B,2025-05-18
1240,Robert Ochoa,Velazquez-White,samuelcarlson@yahoo.com,001-975-254-2171x916,Email Campaign,SaaS,15,Lead,Low,Rep A,2025-05-24
1241,Larry Wolfe,"Hawkins, Jackson and Francis",heather45@dodson.info,(499)049-5114x101,Webinar,E-commerce,85,Customer,High,Rep A,2025-04-03
